21.2836,51.8459,speed_camera
22.11128,53.2286,speed_camera
20.98183,52.96216,speed_camera
16.11815,52.39538,speed_camera
20.61186,52.88195,speed_camera
16.12979,53.09184,speed_camera
22.15007,50.04601,speed_camera
15.2411,52.7093,speed_camera
19.58697,53.60535,speed_camera
16.29562,53.33078,speed_camera
16.6578,50.42837,speed_camera
16.20104,54.17457,speed_camera
16.1746,54.18716,speed_camera
16.2053,54.20529,speed_camera
16.48474,51.82495,speed_camera
23.19441,52.80853,speed_camera
19.74378,53.64671,speed_camera
16.28494,51.24418,speed_camera
23.10496,53.57405,speed_camera
15.54979,52.25575,speed_camera
14.48471,53.42654,speed_camera
14.51373,53.42066,speed_camera
16.80628,50.58828,speed_camera
21.94074,50.63438,speed_camera
20.62463,51.35947,speed_camera
15.72098,52.33227,speed_camera
16.12,51.6855,speed_camera
23.1097,53.58968,speed_camera
20.92247,52.31314,speed_camera
23.09448,53.68837,speed_camera
21.39779,50.03345,speed_camera
22.33875,50.33073,speed_camera
21.32152,49.99368,speed_camera
18.79898,50.47443,speed_camera
18.54722,51.63145,speed_camera
18.76801,50.24012,speed_camera
19.14984,50.59634,speed_camera
16.78445,53.16423,speed_camera
22.3998,50.71546,speed_camera
22.33495,50.75077,speed_camera
22.1541,50.44759,speed_camera
18.95301,49.99034,speed_camera
19.79008,50.11604,speed_camera
19.71215,50.23282,speed_camera
21.25952,50.97996,speed_camera
21.19769,51.03521,speed_camera
22.81149,49.93869,speed_camera
22.47609,50.06092,speed_camera
21.45629,50.65585,speed_camera
20.93037,50.43945,speed_camera
18.98325,54.04394,speed_camera
20.22929,50.08607,speed_camera
20.29832,50.1069,speed_camera
19.15115,50.71447,speed_camera
16.04111,54.13372,speed_camera
18.95137,50.00334,speed_camera
21.7363,50.45663,speed_camera
16.44387,51.82462,speed_camera
16.28691,51.74094,speed_camera
15.48138,52.58801,speed_camera
19.47843,50.30602,speed_camera
19.13355,50.6883,speed_camera
14.54039,53.32527,speed_camera
18.4359,53.93696,speed_camera
16.56526,51.92103,speed_camera
16.71399,54.36553,speed_camera
15.40117,52.62613,speed_camera
21.25193,51.31116,speed_camera
14.48952,53.22055,speed_camera
14.6717,52.97692,speed_camera
15.4752,52.25435,speed_camera
22.12248,50.89418,speed_camera
20.50382,52.84016,speed_camera
20.28714,52.81829,speed_camera
20.87387,52.80942,speed_camera
21.76256,52.55967,speed_camera
15.35154,53.47056,speed_camera
18.6095,50.75226,speed_camera
18.58144,50.79726,speed_camera
21.92223,52.46084,speed_camera
23.26303,52.93028,speed_camera
21.75834,54.20237,speed_camera
14.78807,53.4617,speed_camera
14.78766,53.46146,speed_camera
15.01614,52.58373,speed_camera
20.78252,51.89567,speed_camera
17.58533,51.33972,speed_camera
17.33258,54.20514,speed_camera
20.203,52.62907,speed_camera
18.75828,53.932,speed_camera
16.58423,53.24739,speed_camera
15.59802,53.2814,speed_camera
18.99203,49.9007,speed_camera
22.32935,50.07145,speed_camera
21.87932,49.9205,speed_camera
16.17659,51.1397,speed_camera
18.54167,51.23119,speed_camera
19.90968,49.86123,speed_camera
21.88946,51.57082,speed_camera
18.79043,49.80445,speed_camera
16.90637,51.63579,speed_camera
22.27396,51.61977,speed_camera
22.67722,51.28638,speed_camera
18.10788,54.5838,speed_camera
16.6018,54.33782,speed_camera
22.96916,53.80318,speed_camera
20.04983,52.69126,speed_camera
20.14086,52.63886,speed_camera
22.24451,52.97082,speed_camera
19.28088,51.82073,speed_camera
18.78901,51.28217,speed_camera
20.8898,51.87343,speed_camera
18.94284,53.75887,speed_camera
18.06488,53.82934,speed_camera
22.9379,54.11896,speed_camera
22.99843,54.17918,speed_camera
20.07559,50.26524,speed_camera
19.57769,52.20788,speed_camera
19.39444,52.22055,speed_camera
19.40941,51.85028,speed_camera
19.32648,51.77464,speed_camera
19.43178,51.7138,speed_camera
18.81094,53.52179,speed_camera
18.51966,53.42751,speed_camera
19.48371,51.78671,speed_camera
19.42564,51.80752,speed_camera
19.38665,51.88336,speed_camera
19.87323,50.63273,speed_camera
20.67759,49.96837,speed_camera
19.22898,50.47097,speed_camera
21.13857,51.94847,speed_camera
20.40301,51.05291,speed_camera
23.10492,53.53576,speed_camera
23.0954,53.44089,speed_camera
21.09837,52.31488,speed_camera
19.65135,50.57734,speed_camera
19.49509,50.49323,speed_camera
23.48961,53.40303,speed_camera
23.43141,53.37376,speed_camera
18.98882,49.91707,speed_camera
19.22218,50.40931,speed_camera
17.67398,50.65188,speed_camera
17.68225,50.75925,speed_camera
18.04356,54.16589,speed_camera
18.10065,54.18596,speed_camera
18.15563,54.60433,speed_camera
18.04076,54.56816,speed_camera
17.86572,54.57332,speed_camera
18.50944,53.274,speed_camera
21.83436,51.69471,speed_camera
21.40613,49.85214,speed_camera
19.49876,53.59374,speed_camera
15.09637,51.6025,speed_camera
15.22446,51.98948,speed_camera
15.15115,52.01177,speed_camera
14.80371,52.19251,speed_camera
14.64428,52.47846,speed_camera
15.53336,52.3693,speed_camera
15.68256,52.32099,speed_camera
19.67859,53.5023,speed_camera
18.39053,54.42973,speed_camera
18.7658,54.00272,speed_camera
18.31181,53.9285,speed_camera
18.28213,53.92146,speed_camera
19.02811,53.92915,speed_camera
18.75505,53.74933,speed_camera
18.65358,53.55572,speed_camera
18.66802,53.4857,speed_camera
18.22402,53.29323,speed_camera
17.09853,53.14281,speed_camera
16.67991,52.11806,speed_camera
16.5885,52.05708,speed_camera
15.40177,51.59428,speed_camera
15.61435,51.26044,speed_camera
15.68404,51.26055,speed_camera
16.86044,50.83412,speed_camera
20.94504,53.40555,speed_camera
22.36555,53.8036,speed_camera
19.35292,51.92875,speed_camera
19.74314,50.61418,speed_camera
22.297,52.57708,speed_camera
22.8676,52.42029,speed_camera
20.68392,51.91709,speed_camera
21.89802,51.65193,speed_camera
22.50276,51.55915,speed_camera
19.76618,51.39362,speed_camera
19.46773,51.11104,speed_camera
19.39874,51.07694,speed_camera
20.01174,50.08621,speed_camera
22.97811,51.16142,speed_camera
23.02867,50.71566,speed_camera
21.15358,50.01216,speed_camera
21.08572,50.00747,speed_camera
20.90328,49.97796,speed_camera
15.92465,52.09586,speed_camera
16.19239,52.13154,speed_camera
16.2775,52.14263,speed_camera
16.52089,52.22273,speed_camera
18.07848,51.22923,speed_camera
17.87526,51.48355,speed_camera
23.34847,51.16793,speed_camera
23.44618,51.14564,speed_camera
16.41791,50.9881,speed_camera
20.65335,54.16273,speed_camera
20.47434,53.83721,speed_camera
21.14594,53.84467,speed_camera
21.33929,53.76099,speed_camera
22.20362,53.79258,speed_camera
21.52381,53.11755,speed_camera
21.49034,53.01539,speed_camera
21.02718,52.92286,speed_camera
20.90491,53.01087,speed_camera
20.27684,49.97654,speed_camera
19.90638,49.87361,speed_camera
17.6971,50.14246,speed_camera
18.52943,50.82561,speed_camera
16.17601,51.12843,speed_camera
16.15639,51.28829,speed_camera
17.06922,51.88429,speed_camera
17.58112,51.94228,speed_camera
17.82431,51.72552,speed_camera
18.92959,52.25153,speed_camera
18.15863,52.23984,speed_camera
18.08763,52.2432,speed_camera
20.19844,52.36186,speed_camera
23.04196,52.75261,speed_camera
18.45135,53.35159,speed_camera
18.261,54.60347,speed_camera
18.9317,51.60756,speed_camera
19.50537,51.08906,speed_camera
17.3917,52.09172,speed_camera
19.19856,52.64352,speed_camera
18.2566,52.75756,speed_camera
18.40078,52.89175,speed_camera
18.66216,53.02358,speed_camera
17.20199,52.39749,speed_camera
17.0633,52.40544,speed_camera
17.41038,52.36849,speed_camera
17.34344,52.37445,speed_camera
18.05196,52.62076,speed_camera
17.71588,52.84301,speed_camera
17.63515,53.15901,speed_camera
18.63271,53.01593,speed_camera
18.46885,53.33599,speed_camera
18.99167,49.90247,speed_camera
18.95138,50.01681,speed_camera
19.0286,50.79196,speed_camera
20.42246,52.21263,speed_camera
17.0129,53.13228,speed_camera
17.19067,53.16,speed_camera
17.32241,53.15321,speed_camera
17.21676,52.40024,speed_camera
17.82134,52.56627,speed_camera
19.13556,50.80716,speed_camera
20.59766,49.91824,speed_camera
23.4257,50.41967,speed_camera
23.38192,50.58337,speed_camera
23.33658,50.68555,speed_camera
23.18379,50.82551,speed_camera
22.72671,51.30186,speed_camera
19.64485,52.18448,speed_camera
19.53431,52.21288,speed_camera
20.82285,51.09584,speed_camera
18.71609,49.94287,speed_camera
19.816,52.1457,speed_camera
19.14733,49.84681,speed_camera
18.7537,50.08368,speed_camera
19.38053,51.37668,speed_camera
14.56968,52.36884,speed_camera
19.13491,50.69069,speed_camera
16.86033,53.14229,speed_camera
19.6028,53.60869,speed_camera
19.81879,53.66566,speed_camera
17.79126,51.65587,speed_camera
16.82661,50.64578,speed_camera
20.72152,49.61403,speed_camera
20.73393,49.5735,speed_camera
21.49534,51.36631,speed_camera
18.20091,51.06345,speed_camera
19.16305,50.76377,speed_camera
20.14485,53.72278,speed_camera
21.30621,53.85615,speed_camera
23.04001,52.65063,speed_camera
19.36303,52.87546,speed_camera
20.31511,52.4047,speed_camera
15.96344,52.376,speed_camera
16.38422,52.49661,speed_camera
16.50402,52.48751,speed_camera
16.68604,52.26182,speed_camera
17.22515,52.22851,speed_camera
17.32083,52.18948,speed_camera
17.47866,51.99893,speed_camera
19.7327,51.96398,speed_camera
18.25558,50.97582,speed_camera
18.07504,50.60508,speed_camera
18.2877,50.51706,speed_camera
19.97923,50.16309,speed_camera
22.59908,51.31142,speed_camera
19.77523,49.87481,speed_camera
19.89368,49.96247,speed_camera
19.48738,51.21248,speed_camera
18.21578,53.06135,speed_camera
23.30492,53.30208,speed_camera
21.49748,52.10873,speed_camera
15.46944,51.24294,speed_camera
17.26789,54.44715,speed_camera
20.54472,52.76895,speed_camera
18.63368,52.17971,speed_camera
19.604,53.45767,speed_camera
20.88003,53.02858,speed_camera
22.30381,50.96703,speed_camera
17.94216,51.84406,speed_camera
18.71619,50.52972,speed_camera
16.37038,50.85143,speed_camera
19.61179,52.46789,speed_camera
19.15257,50.74951,speed_camera
21.02505,52.15144,speed_camera
20.13836,51.5409,speed_camera
21.73039,50.06402,speed_camera
20.56257,50.93231,speed_camera
18.26845,50.70251,speed_camera
20.63023,53.71254,speed_camera
22.88879,53.83438,speed_camera
16.54539,51.95461,speed_camera
15.90244,51.54597,speed_camera
16.58088,50.87847,speed_camera
16.83303,50.98737,speed_camera
17.22448,50.98298,speed_camera
17.04403,51.24698,speed_camera
21.60878,51.42306,speed_camera
22.31091,50.82611,speed_camera
20.00129,49.49921,speed_camera
19.95805,49.69502,speed_camera
18.98544,50.8838,speed_camera
18.65255,50.66491,speed_camera
18.7191,49.96725,speed_camera
20.55747,49.97412,speed_camera
21.41653,50.81096,speed_camera
20.00638,50.65542,speed_camera
21.07999,50.7764,speed_camera
21.69884,50.86893,speed_camera
20.48867,51.00975,speed_camera
22.25277,52.97479,speed_camera
22.23361,52.98091,speed_camera
23.10674,53.58153,speed_camera
14.71272,52.74176,speed_camera
16.20079,51.69545,speed_camera
16.82022,50.68444,speed_camera
17.16496,51.7056,speed_camera
17.85828,52.29354,speed_camera
20.38528,50.13735,speed_camera
